c_ClaveProdServ,Descripción,Palabras similares,Material Peligroso,FechaInicioVigencia,FechaFinVigencia
40173902,Disco de ruptura para tubos de hierro forjado,,0,17/07/2024,
40173903,Disco de ruptura para tubos de hierro dúctil,,0,17/07/2024,
40173904,Disco de ruptura para tubos de acero forjado,,0,17/07/2024,
40173905,Disco de ruptura para tubos de hierro maleable,,0,17/07/2024,
40173906,Disco de ruptura para tubos de acero inoxidable,,0,17/07/2024,
40173907,Disco de ruptura para tubos de plástico pvc,,0,17/07/2024,
40173908,Disco de ruptura para tubos de plástico cpvc,,0,17/07/2024,
40173909,Disco de ruptura para tubos de plástico abs,,0,17/07/2024,
40173910,Disco de ruptura para tubos de plástico hdpe,,0,17/07/2024,
40174100,Brida encajada por soldadura para tubos,,0,17/07/2024,
40174101,Brida encajada por soldadura para tubos de acero al carbono,,0,17/07/2024,
40174102,Brida encajada por soldadura para tubos de acero forjado,,0,17/07/2024,
40174103,Brida encajada por soldadura para tubos de acero inoxidable,,0,17/07/2024,
40174104,Brida encajada por soldadura para tubos de plástico pvc,,0,17/07/2024,
40174105,Brida encajada por soldadura para tubos de plástico cpvc,,0,17/07/2024,
40174106,Brida encajada por soldadura para tubos de plástico abs,,0,17/07/2024,
40174107,Brida encajada por soldadura para tubos de plástico hdpe,,0,17/07/2024,
40174108,Brida encajada por soldadura para tubos de cobre,,0,17/07/2024,
40174300,Espaciadores para tubos,Separadores para tubos,0,17/07/2024,
40174301,Espaciador para tubos de latón,Separador para tubos de latón,0,17/07/2024,
40174302,Espaciador para tubos de acero al carbono,Separador para tubos de acero al carbono,0,17/07/2024,
40174303,Espaciador para tubos de hierro forjado,Separador para tubos de hierro forjado,0,17/07/2024,
40174304,Espaciador para tubos de hierro dúctil,Separador para tubos de hierro dúctil,0,17/07/2024,
40174305,Espaciador para tubos de acero forjado,Separador para tubos de acero forjado,0,17/07/2024,
40174306,Espaciador para tubos de acero inoxidable,Separador para tubos de acero inoxidable,0,17/07/2024,
40174307,Espaciador para tubos de plástico pvc,Separador para tubos de plástico PVC,0,17/07/2024,
40174308,Espaciador para tubos de plástico cpvc,Separador para tubos de plástico cpvc,0,17/07/2024,
40174309,Espaciador para tubos de plástico abs,Separador para tubos de plástico ABS,0,17/07/2024,
40174310,Espaciador para tubos de plástico hdpe,Separador para tubos de plástico hdpe,0,17/07/2024,
40174400,Bridas ciegas para tubos,,0,17/07/2024,
40174401,Bridas ciegas para tubos de acero al carbono,,0,17/07/2024,
40174402,Bridas ciegas para tubos de acero forjado,,0,17/07/2024,
40174403,Bridas ciegas para tubos de acero forjado,,0,17/07/2024,
40174500,Pivotes o uniones rotativas para tubos,,0,17/07/2024,
40174501,Pivotes o uniones rotativas para tubos de latón,,0,17/07/2024,
40174502,Pivotes o uniones rotativas para tubos de plástico pvc,,0,17/07/2024,
40174503,Pivotes o uniones rotativas para tubos de plástico cpvc,,0,17/07/2024,
40174504,Pivotes o uniones rotativas para tubos de plástico abs,,0,17/07/2024,
40174505,Pivotes o uniones rotativas para tubos de plástico hdpe,,0,17/07/2024,
40174506,Pivotes o uniones rotativas para tubos de cobre,,0,17/07/2024,
40174600,T para tubos,Conexiones en T para tubos,0,17/07/2024,
40174601,T para tubos de latón,Conexión en T para tubos de latón,0,17/07/2024,
40174602,T para tubos de acero al carbono,Conexión en T para tubos de acero al carbono,0,17/07/2024,
40174603,T para tubos de hierro forjado,Conexión en T para tubos de hierro forjado,0,17/07/2024,
40174604,T para tubos de hierro dúctil,Conexión en T para tubos de hierro dúctil,0,17/07/2024,
40174605,T para tubos de acero forjado,Conexión en T para tubos de acero forjado,0,17/07/2024,
40174606,T para tubos de hierro maleable,Conexión en T para tubos de hierro maleable,0,17/07/2024,
40174607,T para tubos de acero inoxidable,Conexión en T para tubos de acero inoxidable,0,17/07/2024,
40174608,T para tubos de plástico pvc,Conexión en T para tubos de plástico PVC,0,17/07/2024,
40174609,T para tubos de plástico cpvc,Conexión en T para tubos de plástico cpvc,0,17/07/2024,
40174610,T para tubos de plástico abs,Conexión en T para tubos de plástico ABS,0,17/07/2024,
40174611,T para tubos de plástico hdpe,Conexión en T para tubos de plástico hdpe,0,17/07/2024,
40174612,T para tubos de cobre,Conexión en T para tubos de cobre,0,17/07/2024,
40174700,Brida roscada para tubos,,0,17/07/2024,
40174701,Brida roscada para tubos de latón,,0,17/07/2024,
40174702,Brida roscada para tubos de acero al carbono,,0,17/07/2024,
40174703,Brida roscada para tubos de hierro forjado,,0,17/07/2024,
40174704,Brida roscada para tubos de hierro dúctil,,0,17/07/2024,
40174705,Brida roscada para tubos de acero forjado,,0,17/07/2024,
40174706,Brida roscada para tubos de hierro maleable,,0,17/07/2024,
40174707,Brida roscada para tubos de acero inoxidable,,0,17/07/2024,
40174708,Brida roscada para tubos de plástico pvc,,0,17/07/2024,
40174709,Brida roscada para tubos de plástico cpvc,,0,17/07/2024,
40174710,Brida roscada para tubos de plástico abs,,0,17/07/2024,
40174711,Brida roscada para tubos de plástico hdpe,,0,17/07/2024,
40174800,Bridas de inodoro para tubos,,0,17/07/2024,
40174801,Bridas de inodoro para tubos de acero al carbono,,0,17/07/2024,
40174802,Bridas de inodoro para tubos de hierro forjado,,0,17/07/2024,
40174803,Bridas de inodoro para tubos de plástico pvc,,0,17/07/2024,
40174804,Bridas de inodoro para tubos de plástico cpvc,,0,17/07/2024,
40174805,Bridas de inodoro para tubos de plástico abs,,0,17/07/2024,
40174806,Bridas de inodoro para tubos de plástico hdpe,,0,17/07/2024,
40174807,Bridas de inodoro para tubos de latón,,0,17/07/2024,
40174808,Bridas de inodoro para tubos de cobre,,0,17/07/2024,
40174900,Uniones para tubos,,0,17/07/2024,
40174901,Uniones para tubos de latón,,0,17/07/2024,
40174902,Uniones para tubos de acero al carbono,,0,17/07/2024,
40174903,Uniones para tubos de hierro forjado,,0,17/07/2024,
40174904,Uniones para tubos de hierro dúctil,,0,17/07/2024,
40174905,Uniones para tubos de acero forjado,,0,17/07/2024,
40174906,Uniones para tubos de hierro maleable,,0,17/07/2024,
40174907,Uniones para tubos de acero inoxidable,,0,17/07/2024,
40174908,Uniones para tubos de plástico pvc,,0,17/07/2024,
40174909,Uniones para tubos de plástico cpvc,,0,17/07/2024,
40174910,Uniones para tubos de plástico abs,,0,17/07/2024,
40174911,Uniones para tubos de plástico hdpe,,0,17/07/2024,
40174912,Uniones para tubos de cobre,,0,17/07/2024,
40175000,Bridas cuello para tubos,,0,17/07/2024,
40175001,Bridas cuello para tubos de acero al carbono,,0,17/07/2024,
40175002,Bridas cuello para tubos de acero forjado,,0,17/07/2024,
40175003,Bridas cuello para tubos de acero inoxidable,,0,17/07/2024,
40175200,Y de conexión para tubos,Conexiones en Y para tubos,0,17/07/2024,
40175201,Y de conexión para tubos de latón,Conexión en Y para tubos de latón,0,17/07/2024,
40175202,Y de conexión para tubos de acero al carbono,Conexión en Y para tubos de acero al carbono,0,17/07/2024,
40175203,Y de conexión para tubos de hierro forjado,Conexión en Y para tubos de hierro forjado,0,17/07/2024,
40175204,Y de conexión para tubos de hierro dúctil,Conexión en Y para tubos de hierro dúctil,0,17/07/2024,
40175205,Y de conexión para tubos de acero forjado,Conexión en Y para tubos de acero forjado,0,17/07/2024,
40175206,Y de conexión para tubos de hierro maleable,Conexión en Y para tubos de hierro maleable,0,17/07/2024,
40175207,Y de conexión para tubos de acero inoxidable,Conexión en Y para tubos de acero inoxidable,0,17/07/2024,
40175208,Y de conexión para tubos de plástico pvc,Conexión en Y para tubos de plástico PVC,0,17/07/2024,
40175209,Y de conexión para tubos de plástico cpvc,Conexión en Y para tubos de plástico cpvc,0,17/07/2024,
40175210,Y de conexión para tubos de plástico abs,Conexión en Y para tubos de plástico ABS,0,17/07/2024,
40175211,Y de conexión para tubos de plástico hdpe,Conexión en Y para tubos de plástico hdpe,0,17/07/2024,
40175212,Y de conexión para tubos de cobre,Conexión en Y para tubos de cobre,0,17/07/2024,
40175300,Accesorios y bridas especializados para tubos,,0,17/07/2024,
40175301,Bridas de amoniaco,Bridas para amoniaco,0,17/07/2024,
40175302,Bridas de orificio,,0,17/07/2024,
40175303,Salidas para ramas de tubería,,0,17/07/2024,
40175304,Cajas de conexión de tubos,,0,17/07/2024,
40175305,Insertos de tubos,Tapones de tubos,0,17/07/2024,
40175306,Laterales de tubos,,0,17/07/2024,
40175307,Sillas de tubos,Monturas y soportes para tubos,0,17/07/2024,
40175308,Remates de secciones de tuberías,Remates para secciones de tuberías,0,17/07/2024,
40175309,Bridas de paleta para tubos,,0,17/07/2024,
40181700,Tubos de aluminio soldados,,0,17/07/2024,
40181701,Tubo doblado de aluminio soldado,Tubo curvado de aluminio soldado,0,17/07/2024,
40181702,Tubo perforado de aluminio soldado,Tubo agujereado de aluminio soldado,0,17/07/2024,
40181703,Tubo de remate final de aluminio soldado,,0,17/07/2024,
40181704,Tubo multipuerto de aluminio soldado,,0,17/07/2024,
40181705,Tubo biselado de aluminio soldado,,0,17/07/2024,
40181706,Ensamblaje de tubos de aluminio soldado,,0,17/07/2024,
40181800,Tubos de acero soldados,,0,17/07/2024,
40181801,Tubo doblado de acero soldado,Tubo curvado  de acero soldado,0,17/07/2024,
40181802,Tubo perforado de acero soldado,Tubo agujerado de acero soldado,0,17/07/2024,
40181803,Tubo de remate final de acero soldado,,0,17/07/2024,
40181804,Tubo multipuerto de acero soldado,,0,17/07/2024,
40181805,Tubo biselado de acero soldado,,0,17/07/2024,
40181806,Ensamblaje de tubos de acero soldado,,0,17/07/2024,
40181900,Tubos de acero inoxidable soldados,,0,17/07/2024,
40181901,Tubo doblado de acero inoxidable soldado,Tubo curvado de acero inoxidable soldado,0,17/07/2024,
40181902,Tubo perforado de acero inoxidable soldado,Tubo agujereado de acero inoxidable soldado,0,17/07/2024,
40181903,Tubo de remate final de acero inoxidable soldado,,0,17/07/2024,
40181904,Tubo multipuerto de acero inoxidable soldado,,0,17/07/2024,
40181905,Tubo biselado de acero inoxidable soldado,,0,17/07/2024,
40181906,Ensamblaje de tubos de acero inoxidable soldado,,0,17/07/2024,
40182000,Tubos de cobre sin uniones,,0,17/07/2024,
40182001,Tubo doblado de cobre sin uniones,Tubo curvado de cobre sin uniones,0,17/07/2024,
40182002,Tubo perforado de cobre sin uniones,Tubo agujerado de cobre sin uniones,0,17/07/2024,
40182003,Tubo de remate final de cobre sin uniones,,0,17/07/2024,
40182004,Tubo multipuerto de cobre sin uniones,,0,17/07/2024,
40182005,Tubo biselado de cobre sin uniones,,0,17/07/2024,
40182006,Ensamblaje de tubos de cobre sin uniones,,0,17/07/2024,
40182300,Tubos de acero sin uniones,,0,17/07/2024,
40182301,Tubo doblado de acero sin uniones,Tubo curvado de acero sin uniones,0,17/07/2024,
40182302,Tubo perforado de acero sin uniones,Tubo agujerado de acero sin uniones,0,17/07/2024,
40182303,Tubo de remate final de acero sin uniones,,0,17/07/2024,
40182304,Tubo multipuerto de acero sin uniones,,0,17/07/2024,
40182305,Tubo biselado de acero sin uniones,,0,17/07/2024,
40182306,Ensamblaje de tubos de acero sin uniones,,0,17/07/2024,
40182400,Tubos de acero inoxidable sin uniones,,0,17/07/2024,
40182401,Tubo doblado de acero inoxidable sin uniones,Tubo curvado de acero inoxidable sin uniones,0,17/07/2024,
40182402,Tubo perforado de acero inoxidable sin uniones,Tubo agujerado de acero inoxidable sin uniones,0,17/07/2024,
40182403,Tubo de remate final de acero inoxidable sin uniones,,0,17/07/2024,
40182404,Tubo multipuerto de acero inoxidable sin uniones,,0,17/07/2024,
40182405,Tubo biselado de acero inoxidable sin uniones,,0,17/07/2024,
40182406,Ensamblaje de tubos de acero inoxidable sin uniones,,0,17/07/2024,
40182700,Tubos de aluminio extruidos,,0,17/07/2024,
40182701,Tubo doblado de aluminio extruido,Tubo curvado de aluminio extruido,0,17/07/2024,
40182702,Tubo perforado de aluminio extruido,Tubo agujerado de aluminio extruido,0,17/07/2024,
40182703,Tubo de remate final de aluminio extruido,,0,17/07/2024,
40182704,Tubo multipuerto de aluminio extruido,,0,17/07/2024,
40182705,Tubo biselado de aluminio extruido,,0,17/07/2024,
40182706,Ensamblaje de tubos de aluminio extruido,,0,17/07/2024,
40182707,Tubería cubierta de aluminio extruido,,0,17/07/2024,
40182900,Tubos de acero inoxidable extruidos,,0,17/07/2024,
40182901,Tubo doblado de acero inoxidable extruido,Tubo curvado de acero inoxidable extruido,0,17/07/2024,
40182902,Tubo perforado de acero inoxidable extruido,Tubo agujerado de acero inoxidable extruido,0,17/07/2024,
40182903,Tubo de remate final de acero inoxidable extruido,,0,17/07/2024,
40182904,Tubo multipuerto de acero inoxidable extruido,,0,17/07/2024,
40182905,Tubo biselado de acero inoxidable extruido,,0,17/07/2024,
40182906,Ensamblaje de tubos de acero inoxidable extruido,,0,17/07/2024,
40183000,Tuberías de caucho y plástico,,0,17/07/2024,
40183001,Tubería de caucho,,0,17/07/2024,
40183002,Tubería de plástico pvc,,0,17/07/2024,
40183003,Tubería de plástico cpvc,,0,17/07/2024,
40183004,Tubería de plástico hdpe,,0,17/07/2024,
40183005,Tubería de caucho de baja presión,,0,17/07/2024,
40183006,Tubería termo contraíble,,0,17/07/2024,
40183007,Tubería de espuma de caucho,,0,17/07/2024,
40183008,Tubería de poliuretano pur,,0,17/07/2024,
40183009,Tubería de manga trenzada,,0,17/07/2024,
40183010,Tubería de alta presión con ensamblaje,,0,17/07/2024,
40183100,Accesorios de tubos,,0,17/07/2024,
40183101,Codo de tubo,,0,17/07/2024,
40183102,“t” de tubo,Tubo en T,0,17/07/2024,
40183103,Unión de tubo,,0,17/07/2024,
40183104,Tapón de tubo,,0,17/07/2024,
40183105,Boquilla de tubo,,0,17/07/2024,
40183106,Pistón de tubo,,0,17/07/2024,
40183107,Acople de tubo,,0,17/07/2024,
40183108,Casquillo de tubo,,0,17/07/2024,
40183109,Adaptador de tubo,,0,17/07/2024,
40183110,Conector de tubo,,0,17/07/2024,
40183111,Cruz de tubo,Tubo en cruz,0,17/07/2024,
40183112,Reductor de tubo,,0,17/07/2024,
41101500,"Equipo y suministros para la mezcla, la dispersión y la homogeneización en laboratorio",,0,17/07/2024,
41101502,Bolsas “stomachers”,Homogeneizador con palas o bolsas para laboratorio,0,17/07/2024,
41101503,Rociadores de laboratorio,Pulverizadores de laboratorio,0,17/07/2024,
41101504,Homogeneizadores,,0,17/07/2024,
41101505,Celdas de presión francesas,Homogeneizador celular por presión (prensa francesa),0,17/07/2024,
41101515,Latas medidoras de líquido,Bidones,"0,1",17/07/2024,
41101516,Homogeneizadores dobles,Homogeneizador de tejidos,0,17/07/2024,
41101518,Mezcladores o emulsificadores de laboratorio,,0,17/07/2024,
41101700,"Equipo de perforación, amoladura, corte, trituración y prensado para laboratorio",,0,17/07/2024,
41101701,Molinos de laboratorio,Molinos para laboratorio,0,17/07/2024,
41101702,Pilones y morteros,,0,17/07/2024,
41101703,Moledoras de tejidos,Homogeneizador para muestras pequeñas,0,17/07/2024,
41101705,Trituradoras o pulverizadoras de laboratorio,,0,17/07/2024,
41101706,Desintegradores de laboratorio,,0,17/07/2024,
41101707,Prensas de laboratorio,,0,17/07/2024,
41101708,Esmeriladora o pulidora de laboratorio,,0,17/07/2024,
41101709,Mezcladora de asfalto y concreto de laboratorio,Mezclador de laboratorio para asfalto y concreto (hormigón),0,17/07/2024,
41101800,Equipo de física de electrones y de estado sólido para laboratorio,,0,17/07/2024,
41101801,Pistolas de electrones,,0,17/07/2024,
41101802,Generadores de rayos x,,0,17/07/2024,
41101803,Coulómetros,,0,17/07/2024,
41101804,Electroscopios,,0,17/07/2024,
41101805,Flujómetros,,0,17/07/2024,
41101806,Magnetómetros,,0,17/07/2024,
41101807,Aparatos de difracción de electrones,,0,17/07/2024,
41101808,Aparatos de difracción de neutrones,,0,17/07/2024,
41101809,Aparatos de difracción óptica,,0,17/07/2024,
41101810,Difractómetros,,0,17/07/2024,
41101811,Micro analizador de sondeo de electrones por rayos x,,0,17/07/2024,
41101812,Acelerador de partículas,,0,17/07/2024,
41101813,Controlador de equipos de rayos x de laboratorio,,0,17/07/2024,
41102400,Equipo de calefacción y secadores para laboratorio,,0,17/07/2024,
41102401,Quemadores de gas,Mecheros de gas,0,17/07/2024,
41102402,Quemadores de alcohol,Mecheros de alcohol,0,17/07/2024,
41102403,Incineradores de laboratorio,,0,17/07/2024,
41102404,Calentadores de laboratorio,,0,17/07/2024,
41102405,Revestimientos o cintas calentadoras,,0,17/07/2024,
41102406,Hornillas eléctricas de laboratorio,,0,17/07/2024,
41102407,Gabinetes calentadores,,0,17/07/2024,
41102410,Secadoras infrarrojas,,0,17/07/2024,
41102412,Secadores de aire caliente,,0,17/07/2024,
41102421,Cámaras de reciclaje de temperatura o recicladores térmicos,"Cámara de ciclos de temperatura, Termocicladores",0,17/07/2024,
41102422,Baños secos o bloques calentadores,,0,17/07/2024,
41102423,Hornillas eléctricas agitadoras,,0,17/07/2024,
41102424,Calentadores de deslizamiento,Calentadores de muestras,0,17/07/2024,
